,Unnamed: 0,emotions,gender,emotional_intensity,repetions,voice_channel,log_energy,zero_rate_cross,pitch,spec_center,spec_contrast,chroma
96,96,6,2,1,1,1,0.7811320952341388,0.18781717414529914,346.9892768765466,2363.733431338832,19.780809745083925,0.38217644188966177
97,97,6,2,1,2,1,0.9439581002293207,0.2309109669811321,385.59697623467633,2161.4784621117783,20.96284738960763,0.3535337376279688
98,98,6,2,1,1,1,1.1600931367345153,0.205596923828125,334.2982665258999,2733.2791202285366,19.370564432456042,0.44959483701748876
99,99,6,2,1,2,1,0.5677202973768596,0.1909771543560606,347.33162744802905,2620.581781586156,19.816847834657732,0.40291940414277944
100,100,6,2,2,1,1,1.5073100953776357,0.16619318181818182,406.43433397413776,2623.8655215271183,19.81238712047369,0.4160190180807805
101,101,6,2,2,2,1,0.1971977913512384,0.13569688305412372,396.7555677756393,2577.2715467582584,20.38033238695028,0.38370943639951854
102,102,6,2,2,1,1,-1.0336136297414815,0.18926532451923078,421.24249887266296,2443.4359072197003,20.945725178682533,0.3585748172817
103,103,6,2,2,2,1,-0.7866856461765684,0.15419072690217392,423.73998404384474,2655.652985514544,20.358579206519764,0.3987763738944515
104,104,7,2,1,1,1,-0.24610935172764176,0.1883943765470297,212.78479719374724,1779.1239706299611,19.204893012376136,0.3604348596354699
105,105,7,2,1,2,1,1.5773740415572108,0.1240148711622807,233.15919714050042,1962.4691770546895,18.861169944313282,0.3866112634614582
106,106,7,2,1,1,1,0.31794251553241165,0.19524548100490197,226.84041402250966,1942.0409658364324,19.47747298066587,0.3715333899366369
107,107,7,2,1,2,1,-0.8354158734087054,0.13516287076271186,438.08127697695255,2290.484188193793,19.31704981438959,0.43089905856464034
108,108,7,2,2,1,1,-0.140226066516041,0.18158525289948454,232.02416918429003,1944.0539250379936,19.871990879964272,0.3723872315351487
109,109,7,2,2,2,1,-0.9264603250399995,0.12660232099514562,275.7703927492447,2538.274309461092,18.437912346536343,0.5199764231586858
110,110,7,2,2,1,1,0.9750841454488917,0.15029556139380532,491.50849150849155,2280.9175099472995,19.119543599771426,0.4491990659656436
111,111,7,2,2,2,1,0.38822633451925015,0.185107421875,229.8523174092077,2552.164575594878,19.41285110065112,0.4871616798568339
112,112,8,2,1,1,1,1.984055250735907,0.1647086095328283,357.66036402191196,2093.7887241735893,18.523377357922378,0.40848543420328925
113,113,8,2,1,2,1,2.3258435963470734,0.12354696950604839,490.54603286799784,2220.6131630950126,18.110109045208986,0.44654328240970237
114,114,8,2,1,1,1,0.35966223974615064,0.21319972047018348,232.82111762461412,2165.048260085889,18.590847269238573,0.4300137867118685
115,115,8,2,1,2,1,-0.1784866420166531,0.20585575810185186,490.54603286799784,2451.232968055895,18.410619241331833,0.47446880691439713
116,116,8,2,2,1,1,1.0016015882733178,0.10791447732300885,486.74594016021945,2263.7810222733956,18.284786375079264,0.438096168703105
117,117,8,2,2,2,1,0.6551382464807113,0.16101381959033614,534.9511827208381,2626.795189339636,18.601333570602726,0.5026848912710097
118,118,8,2,2,1,1,0.7930187639350094,0.1363067626953125,533.2976552831387,2609.9817719388298,17.51749354152041,0.5174787604910802
119,119,8,2,2,2,1,0.9641366262279559,0.14416015625,394.60409786234203,2312.7145769917965,18.64320500641744,0.4301168041187032
120,120,1,3,1,1,1,2.100547401313195,0.2956700478830645,409.68193638727746,2128.03330028886,19.038170265399717,0.46708879120212454
121,121,1,3,1,2,1,0.3237217488775217,0.25192205255681815,428.99957185671474,1910.750875774427,19.662790552410033,0.5067990911281952
122,122,1,3,1,1,1,-0.14124534780742729,0.22884402654867256,428.71414299985724,2372.5331513917154,19.083993334327896,0.47510317667224455
123,123,1,3,1,2,1,-0.10900909397552176,0.268142560206422,617.5458818867858,2356.3732921809788,19.852697013139704,0.4859371974445167
124,124,2,3,1,1,1,-0.35481065580110055,0.2238967483108108,250.4438472188289,2086.445258048409,19.082780043629256,0.493629127358474
125,125,2,3,1,2,1,0.7882442081441423,0.31440749123831774,279.09621527603565,1937.7424314337356,18.692632318218088,0.4163001666391719
126,126,2,3,1,1,1,1.0439435946154336,0.29684298155737704,212.3951461845427,2318.894709812912,20.249106475991425,0.4490113118521123
127,127,2,3,1,2,1,2.6653605762408565,0.3993123372395833,347.55233747835666,2224.8351625942946,20.60773564043957,0.483403189236888
128,128,2,3,2,1,1,1.7290347493264857,0.3576803768382353,424.7809529706802,1939.059935165996,21.644242007949323,0.43834669596475606
129,129,2,3,2,2,1,0.21004550875689965,0.24890350877192982,154.3813256520439,2151.781916587242,21.178031515666465,0.40543924938429193
130,130,2,3,2,1,1,0.7196949422624394,0.34817425271739133,151.05740181268882,2082.5493009981537,21.34197170412341,0.47326933244019276
131,131,2,3,2,2,1,1.6820573781774641,0.33857096354166666,328.9210789210789,2159.4121057316333,21.551853774701314,0.44762211771056576
132,132,3,3,1,1,1,1.5138822159012562,0.31429443359375,406.3188953536559,2143.580446319332,20.336610265629222,0.44656896435120447
133,133,3,3,1,2,1,0.5026004994593604,0.28830009594298245,234.48610773873529,2119.3557194752234,20.36431738006451,0.4360375053015053
134,134,3,3,1,1,1,0.4688648348532743,0.2864435369318182,421.57842157842157,2174.0663375887784,20.624403838462147,0.4029099137346932
135,135,3,3,1,2,1,0.9418826603595425,0.2853746916118421,750.6778935350363,1775.9389035276072,20.1408307403566,0.3373504671533812
136,136,3,3,2,1,1,0.6314142491620025,0.25667019065366975,543.4085001960244,2270.4867946046247,21.06770251745362,0.42239853622570783
137,137,3,3,2,2,1,1.6795615282047616,0.37254190037393164,501.76668416795565,2194.147851980445,22.29862675604144,0.38258182910252664
138,138,3,3,2,1,1,2.8271013212686347,0.3537887314618644,968.9425981873112,2182.5226671863843,20.80375707035126,0.38228944713445845
139,139,3,3,2,2,1,0.9459436341658711,0.2711181640625,411.49930776121835,2149.56534775361,20.92033244987759,0.40451795053565814
140,140,4,3,1,1,1,0.45426322235509636,0.2502354213169643,409.58756807381457,2231.244520370699,18.83423653572644,0.5087410805474586
141,141,4,3,1,2,1,1.5117382227168852,0.3038987379807692,152.65037462362582,1973.9482003299074,18.733367003593738,0.5454140832004108
142,142,4,3,1,1,1,1.712779948419959,0.3611061789772727,670.2611861914432,1959.62516983694,20.98585223349486,0.4643100253166254
143,143,4,3,1,2,1,0.553498382729415,0.30314984237938597,169.92401484361193,1886.0549293001877,20.42227322450916,0.4702127182786246
144,144,4,3,2,1,1,0.15416908733889567,0.3289240056818182,377.67500455848955,1964.573270091399,20.571599924668963,0.41037544664959785
145,145,4,3,2,2,1,1.9319827799048332,0.3022833355402542,345.3049922632136,2116.4993239465284,19.871054448406408,0.37364270880793227
146,146,4,3,2,1,1,0.6124270425085552,0.2979610835280374,440.041785238284,1833.7693900778363,21.21143317652961,0.4100243870467122
147,147,4,3,2,2,1,-0.353158468193449,0.24518200359513273,6.210027168868864,1694.0161549353327,20.767916805931907,0.40483111386259235
148,148,5,3,1,1,1,-0.4684263006378583,0.23540531823394495,404.34565434565434,2255.6082316157385,19.41678919783325,0.5209417519277617
149,149,5,3,1,2,1,0.04640704995769492,0.25366654829545454,787.0785481790825,2242.2196091837995,20.256075372143666,0.47466670446063697
150,150,5,3,1,1,1,1.552576467043308,0.3174443605567227,621.4817370730024,2381.629409771018,19.862809367880647,0.4650220412371944
151,151,5,3,1,2,1,1.5566759464201587,0.3036586216517857,697.646388142357,2295.0839172293304,20.8249331218514,0.4646674223918415
152,152,5,3,2,1,1,0.8677110905129243,0.24396954835766424,279.26381064551373,2444.3497447392892,20.995603328110942,0.43332833799912523
153,153,5,3,2,2,1,0.02524762712545248,0.3052637598536036,276.08519816662175,2342.0094530815586,20.283734799129807,0.43013143583158864
154,154,5,3,2,1,1,1.2945402015928273,0.31316882221638653,551.732275335172,2312.788144328447,20.052328277848165,0.4376495548607756
155,155,5,3,2,2,1,2.733421727794223,0.38858743538533835,1137.5291375291374,2365.5346353767472,20.27500888688398,0.4354096140832304
156,156,6,3,1,1,1,0.7541318998660264,0.3248374880725191,325.918988527277,2193.624424121863,19.166286942581635,0.49358442060628616
157,157,6,3,1,2,1,0.9562392375707917,0.2928783275462963,152.45541167847546,2038.398871518655,20.53575438067185,0.41152477730670856
158,158,6,3,1,1,1,0.08070189027271073,0.32427201704545455,309.6903096903097,2187.950901647542,19.950641651068377,0.4628073624952883
159,159,6,3,1,2,1,0.6300935768723868,0.29910085867117114,474.205884648404,2316.6285806321516,20.291983132299176,0.48168106403385497
160,160,6,3,2,1,1,-0.4824092059032783,0.24325813503440366,6.357255028096797,1930.5014316900947,19.895409913989475,0.4837212129447377
161,161,6,3,2,2,1,-0.2299159690238459,0.27977146612149534,746.682035765173,2202.824144836502,21.37276564697764,0.3610008284628362
162,162,6,3,2,1,1,-0.04863294169044607,0.24889812638274336,280.6274005259872,2102.912940429775,20.622677449771125,0.4267008712285094
163,163,6,3,2,2,1,0.18511830303581014,0.26309769241898145,555.7475131389914,2334.1798970848417,21.145254383116047,0.41836017381788126
164,164,7,3,1,1,1,2.3648678812994968,0.3441762115995763,679.6495247530883,2316.009135833794,19.509730292850552,0.47819956120275897
165,165,7,3,1,2,1,0.037288168436025414,0.24012301260964913,407.2342635878548,2282.9923097538217,19.33972892337405,0.5095914357811351
166,166,7,3,1,1,1,-0.39982377313293654,0.30673021788990823,276.3883589441188,2438.009493562929,19.81425906996173,0.5035688835441905
167,167,7,3,1,2,1,-0.21922794582750893,0.2829568238384956,477.39817991943903,2474.6947818752783,19.949407730167255,0.46294993375191196
168,168,7,3,2,1,1,0.4893200763137293,0.3293871609669811,170.56010720921026,2155.034903384359,19.596566358835535,0.5061008770240342
169,169,7,3,2,2,1,2.368166718578766,0.33242594401041664,170.56010720921026,2275.693328293502,19.69840805835392,0.4497788042439112
170,170,7,3,2,1,1,1.4336221574032533,0.3362506734913793,632.494502809675,2171.3859680713203,20.56587998977832,0.42125348725920886
171,171,7,3,2,2,1,1.349334408691002,0.3308186848958333,478.7529564899916,2529.7406969312133,20.40212871171349,0.4621589772486006
172,172,8,3,1,1,1,0.3361670530132479,0.31308679413377194,639.8764120884426,2185.748861239106,18.3984383659324,0.4658116390176342
173,173,8,3,1,2,1,0.5282946382160989,0.3132378472222222,168.83959867213147,2230.9268448676376,18.736430793131756,0.5239633710390572
174,174,8,3,1,1,1,2.6256083924353897,0.4486420730064655,679.9344415827675,2394.7165070727233,19.034600275177656,0.5116103487981727
175,175,8,3,1,2,1,1.8837704297810918,0.2931923902671756,789.5805615853232,2132.7398184159097,18.026484913654194,0.450360506721922
176,176,8,3,2,1,1,0.7231503299394915,0.2500940725344037,680.7469561727097,2204.388029723103,18.97472855709253,0.5010493996045866
177,177,8,3,2,2,1,1.2257007963365725,0.35233851841517855,747.5805612404176,2319.252437344531,18.255164767083404,0.4957997573416032
178,178,8,3,2,1,1,0.19853879673592167,0.28773584905660377,558.0134151562722,2377.4357241820794,19.15147166454354,0.47530332493150845
179,179,8,3,2,2,1,0.7965783784012989,0.304070086518595,749.5606835956357,2383.4451529873563,18.579690316475293,0.4879626958660048
180,180,1,4,1,1,1,-0.11534025653323009,0.26088028724747475,368.1153387697955,2425.1118932593718,18.585351361922406,0.42693183796888023
181,181,1,4,1,2,1,1.3034185506152547,0.25358907585470086,675.9518554922943,1944.5090566766619,19.66897392125908,0.35399826369389187
182,182,1,4,1,1,1,1.3931703197565022,0.31668893914473684,418.3566199659779,1616.8693993887455,18.518483691853664,0.34363771212582117
183,183,1,4,1,2,1,0.09930309232633554,0.28528872940891475,409.0759872549966,1703.3745255104227,18.4208733635575,0.34032065087787416
184,184,2,4,1,1,1,-0.3651408428202831,0.27944250274122806,214.52161482722926,1903.093341281785,20.090342992152447,0.38662071795859415
185,185,2,4,1,2,1,-1.4004426474824547,0.32015127505896224,405.666215108792,1939.8538192347212,19.640771779104067,0.3853488922325988
186,186,2,4,1,1,1,2.8438157239723516,0.2674580558401639,421.77618916689585,1699.209136968576,19.610323615706985,0.31516670214238873
187,187,2,4,1,2,1,2.789357585643493,0.29232832314311596,263.8470695329459,2131.8552920278994,20.238387796538053,0.41747359591376726
188,188,2,4,2,1,1,-0.31029379235733595,0.2631788066789216,429.151581929797,1946.8793322338954,20.11329795628921,0.33518275119432
189,189,2,4,2,2,1,-0.20883867587341803,0.3347577839872263,227.140533346478,2237.8850675892436,20.047626934217785,0.44956359429544945
190,190,2,4,2,1,1,-0.24931957792109266,0.29644339425223215,493.4522929297908,2043.3828382635736,20.678675923850278,0.3603153756350485
191,191,2,4,2,2,1,-1.1148006860942932,0.2805775424890351,232.5768599647048,2573.0323991190107,19.030362824294492,0.4723194988453795
192,192,3,4,1,1,1,-1.4367848287293392,0.2985411526864035,229.77022977022978,1694.8783575535067,18.878198668339564,0.3557158704813176
193,193,3,4,1,2,1,0.12462763126008816,0.2616822429906542,346.06820993108323,2519.6302249382306,18.094099536703038,0.47911427132768725
194,194,3,4,1,1,1,1.3175335089697564,0.2524486400462963,262.87997716569146,2519.5143932646315,17.93006954631209,0.5057712730506534
195,195,3,4,1,2,1,-1.1623670667517985,0.29372780539772725,568.2591063667278,2373.598333147889,18.953557663479263,0.5078223209230979
196,196,3,4,2,1,1,-0.36913776229653394,0.2657154224537037,671.2202683718452,2263.629032243604,19.20691111472717,0.401629827821373
197,197,3,4,2,2,1,-1.5640555990139826,0.2442474365234375,379.525243330299,1927.2086113236742,20.646075368293126,0.32607725892039074
198,198,3,4,2,1,1,1.0102176063821462,0.23042915962837837,1049.776266953415,2405.2431480938194,19.279252069571463,0.4073332609003101
199,199,3,4,2,2,1,1.80394590731785,0.24103655133928573,750.045584895652,2526.628112349503,19.75603295723645,0.4391093571554514
200,200,4,4,1,1,1,0.7285446774748201,0.23180280412946427,230.55952226405296,2463.7193680400674,18.650044601779893,0.48025966465807984
201,201,4,4,1,2,1,0.5784271443152464,0.24475549768518517,386.66789091910755,1977.5332675217232,19.772831831912892,0.37828373274437155
202,202,4,4,1,1,1,0.849907861480962,0.29498240573347106,315.4085362527051,2052.1535299239636,19.432733324923795,0.389247685932578
203,203,4,4,1,2,1,-0.22864586121586689,0.3285065979516807,354.7422643276539,2322.722286787216,19.646890175220985,0.4076459818302864
204,204,4,4,2,1,1,-1.1606874979261412,0.33632639657079644,423.3899805878146,2193.3340172790304,20.338441862801563,0.377623824367243
205,205,4,4,2,2,1,-0.4973639427603732,0.2626368856837607,498.8810980158138,2492.657346225401,19.515249921292728,0.4435346779405854
206,206,4,4,2,1,1,2.555914609205674,0.3417396545410156,516.6509191572596,2491.3312182385002,20.338007783160375,0.4200136851806129
207,207,4,4,2,2,1,2.6140517281588194,0.25294070136278196,482.17216171863345,2756.0244006334783,19.438508483971134,0.4677156159125685
208,208,5,4,1,1,1,-0.5340992949809976,0.31562657510080644,1204.7249409382382,2073.9388829997174,19.64872760473437,0.3884986517203176
209,209,5,4,1,2,1,1.0202706808153352,0.3215885963760504,520.8644073675812,2027.6974151929496,19.1293056076084,0.37916563563790306
210,210,5,4,1,1,1,1.4036167130953539,0.2772970448369565,415.8351644393214,2071.068252367569,18.433960079408667,0.3924357244600917
